wiki_data_id;title;main_subject;follows;genre;performer;country_of_origin;original_language_of_film_or_TV_show;publication_date;director;screenwriter;cast_member;director_of_photography;film_editor;production_designer;costume_designer;composer;producer;production_company;distributed_by;narrative_location;filming_location;duration;award_received;nominated_for;box_office;cost;collection;imdb_id;metascore;imdbrating;imdbvotes
Q1401025;Purple Violets;?;?;romantic comedy;?;United States of America;?;2007-01-01T00:00:00Z;Edward Burns;Edward Burns;Elizabeth Reaser,Selma Blair,Donal Logue,Edward Burns,Patrick Wilson,Dennis Farina,Debra Messing;?;?;?;?;?;Edward Burns;?;Netflix;New York City;?;101;?;?;?;?;?;?;N/A;6.4;3,107
Q1402883;Nancy Drew;?;?;action film,mystery film,crime film,teen film;?;United States of America;?;2007-06-15T00:00:00Z;Andrew Fleming;Andrew Fleming;Eddie Jemison,Lindsay Sloane,Ahna O'Reilly,Chris Kattan,Barry Bostwick,Adam Goldberg,Bruce Willis,Amy Bruckner,Tate Donovan,Pat Carroll,Josh Flitter,Kay Panabaker,Marshall Bell,Rachael Leigh Cook,Emma Roberts,Caroline Aaron,Laura Harring,Daniella Monet,Max Thieriot;Alexander Gruszynski;Jeff Freeman;?;?;Ralph Sall;Jerry Weintraub;Jerry Weintraub Productions,Virtual Studios;Netflix,Warner Bros.,FandangoNow;Los Angeles;?;99;?;?;?;?;?;?;53;5.9;19,586
Q1403029;Le Voyage de Félicia;?;?;drama;?;United Kingdom,Canada;?;2000-02-03T00:00:00Z,1999-01-01T00:00:00Z;Atom Egoyan;Atom Egoyan;Julie Cox,Gerard McSorley,Arsinée Khanjian,Peter McDonald,Elaine Cassidy,Bob Hoskins;Paul Sarossy;Susan Shipton;?;?;Mychael Danna;William Trevor,Bob Hoskins;Alliance Atlantis;Artisan Entertainment,Netflix;England;?;116;?;?;?;?;?;?;72;7.0;7,537
Q1403132;Shadowlands;C. S. Lewis,Joy Davidman;?;biographical film,melodrama,drama;?;United Kingdom,United States of America;?;1994-04-07T00:00:00Z,1993-01-01T00:00:00Z;Richard Attenborough;William Nicholson;Toby Whithouse,Norman Bird,Walter Sparrow,James Frain,Roddy Maude-Roxby,J. B. Blanc,Scott Handy,Robert Flemyng,Julian Firth,Peter Firth,John Wood,Roger Ashton-Griffiths,Joseph Mazzello,Anthony Hopkins,Edward Hardwicke,Julian Fellowes,Debra Winger;Roger Pratt;Lesley Walker;Stuart Craig;Penny Rose;George Fenton;Richard Attenborough;?;Savoy Pictures;England;?;131;National Board of Review: Top Ten Films;Academy Award for Best Actress,Academy Award for Best Writing, Adapted Screenplay;?;?;?;?;N/A;7.3;17,559
Q1406257;George Washington;?;?;drama,coming-of-age story;?;United States of America;?;2000-01-01T00:00:00Z;David Gordon Green;David Gordon Green;Eddie Rouse,Paul Schneider,Rachael Handy;Tim Orr;Zene Baker;?;?;?;David Gordon Green;?;Netflix;North Carolina;North Carolina;89;?;?;?;?;?;?;82;7.3;7,876
Q1409165;The Killer Inside Me;?;?;drama,thriller film,crime thriller;?;United States of America;?;2010-01-01T00:00:00Z;Michael Winterbottom;John Curran;Jay R. Ferguson,Brent Briscoe,Simon Baker,Ned Beatty,Casey Affleck,Tom Bower,Elias Koteas,Kate Hudson,Jessica Alba,Bill Pullman,Liam Aiken;Marcel Zyskind;?;?;?;?;Andrew Eaton;?;Icon Productions,Netflix;Texas;New Mexico;108;?;?;?;?;?;?;53;6.1;33,192
Q1410288;The Chumscrubber;dysfunctional family,suicide;?;drama,teen film,comedy-drama;?;United States of America,Germany;?;2006-10-05T00:00:00Z,2005-01-01T00:00:00Z;Arie Posin;?;Thomas Curtis,Eric Jungmann,Tim DeKay,Allison Janney,Camilla Belle,Carrie-Anne Moss,Caroline Goodall,William Fichtner,Lou Taylor Pucci,Rita Wilson,Ralph Fiennes,Justin Chatwin,Lauren Holly,John Heard,Rory Culkin,Jamie Bell,Glenn Close,Jason Isaacs;Lawrence Sher;Arthur Schmidt;?;Mary Claire Hannan;James Horner;Lawrence Bender,Bonnie Curtis;Millennium Films,Lawrence Bender;Go Fish Pictures,Netflix;California;Los Angeles,California;108;?;?;?;?;?;?;41;6.9;18,132
Q1410735;A Nightmare on Elm Street 5: The Dream Child;human pregnancy;?;teen film,slasher film,horror film;?;United States of America;?;1989-01-01T00:00:00Z,1990-02-08T00:00:00Z;Stephen Hopkins;Leslie Bohem;Kelly Jo Minter,Beatrice Boepple,Lisa Wilcox,Robert Englund,Erika Anderson,Matt Borlenghi,Danny Hassel;Peter Levy;?;?;?;Jay Ferguson;Robert Shaye;New Line Cinema's House of Horror;Netflix,New Line Cinema,FandangoNow;Ohio;?;86;Golden Raspberry Award for Worst Original Song;Golden Raspberry Award for Worst Original Song,Golden Raspberry Award for Worst Original Song;?;?;?;?;54;5.2;41,638
Q1411365;Fido;?;?;zombie comedy,comedy horror;?;Canada;?;2006-01-01T00:00:00Z;Andrew Currie;Andrew Currie;Alexia Fast,Sonja Bennett,Billy Connolly,Carrie-Anne Moss,Aaron Brown,Dylan Baker,Tim Blake Nelson,Henry Czerny,K'Sun Ray;Jan Kiesser;?;?;?;?;?;Telefilm Canada;Lionsgate,Netflix;?;British Columbia;91;?;?;?;?;?;?;70;6.7;28,281
Q1413227;The Trouble with Harry;?;?;comedy thriller,drama,crime film,film based on literature,mystery film;Bernard Herrmann;United States of America;?;1955-09-27T00:00:00Z;Alfred Hitchcock;Jack Trevor Story,John Michael Hayes;Alfred Hitchcock,Mildred Natwick,Shirley MacLaine,Royal Dano,Edmund Gwenn,Jerry Mathers,Mildred Dunnock,John Forsythe;Robert Burks;Alma Macrorie;John B. Goodman;Edith Head;Bernard Herrmann;Alfred Hitchcock;Paramount Pictures;FandangoNow,Netflix,Paramount Pictures;Vermont;?;99;?;?;?;?;?;?;74;7.1;34,369
Q141359;Oliver!;child abuse,prostitution,misdemeanor,murder;?;drama,crime film,film based on a novel,musical film;?;United Kingdom;?;1968-12-17T00:00:00Z;Carol Reed;Vernon Harris,Lionel Bart;Wensley Pithey,Kenneth Cranham,Hylda Baker,Peggy Mount,Oliver Reed,Jack Wild,Harry Secombe,James Hayter,Megs Jenkins,Ron Moody,Leonard Rossiter,Shani Wallis,Hugh Griffith,Mark Lester;Oswald Morris;Ralph Kemplen;John Box;?;Lionel Bart;John and James Woolf;John and James Woolf;Netflix,Columbia Pictures,FandangoNow;England,London;?;146;National Board of Review: Top Ten Films,Academy Award for Best Picture,Academy Award for Best Original Musical Score,Academy Award for Best Sound,Academy Award for Best Production Design,Academy Award for Best Director;Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Actor,Academy Award for Best Picture,Academy Award for Best Supporting Actor,Academy Award for Best Film Editing,Academy Award for Best Cinematography,Academy Award for Best Production Design,Academy Award for Best Director,Academy Award for Best Original Musical Score,Academy Award for Best Costume Design,Academy Award for Best Sound;?;?;?;?;74;7.4;35,563
Q141447;Town & Country;?;?;romantic comedy;?;United States of America;?;2001-01-01T00:00:00Z;Peter Chelsom;Buck Henry;Tricia Vessey,Buck Henry,Ian McNeice,William Hootkins,Katharine Towne,Marian Seldes,Azura Skye,Lisa Ekdahl,Jenna Elfman,Warren Beatty,Garry Shandling,Goldie Hawn,Nastassja Kinski,Diane Keaton,Josh Hartnett,Charlton Heston,Andie MacDowell;William A. Fraker;Claire Simpson;?;?;Rolfe Kent;Simon Fields;New Line Cinema;Netflix,New Line Cinema;New York City;Los Angeles;104;?;?;?;?;?;?;34;4.5;4,687
Q1415011;The Art of Getting By;?;?;teen film,drama,romantic comedy;?;United States of America;?;2011-09-29T00:00:00Z,2011-01-23T00:00:00Z;Gavin Wiesen;Gavin Wiesen;Ann Dowd,Sasha Spielberg,Marcus Carl Franklin,Andrew Levitas,Rita Wilson,Blair Underwood,Freddie Highmore,Elizabeth Reaser,Michael Angarano,Sam Robards,Emma Roberts,Alicia Silverstone;Ben Kutchins;Mollie Goldstein;?;?;Alec Puro;?;?;Netflix,FandangoNow,Goldcrest Films,Searchlight Pictures;New York City;New York City;84;?;?;?;?;?;?;36;6.6;56,800
Q1415029;Your Highness;?;?;comedy film,fantasy film,buddy film;?;United States of America;?;2011-01-01T00:00:00Z;David Gordon Green;Ben Best,Danny McBride;Charles Shaughnessy,Noah Huntley,Julian Rhind-Tutt,Rasmus Hardiker,David Garrick,DeObia Oparei,Iga Wyrwał,Damian Lewis,Charles Dance,Zooey Deschanel,Natalie Portman,Brian Steele,James Franco,Justin Theroux,Danny McBride,Toby Jones;Tim Orr;Craig Alpert;?;?;Steve Jablonsky;Scott Stuber,Danny McBride;Universal Pictures,Scott Stuber;FandangoNow,Universal Pictures,Netflix;?;?;102;?;?;?;?;?;?;31;5.5;97,061
Q14171368;Avengers: Age of Ultron;artificial intelligence;?;adventure film,action film,superhero film,science fiction film;Brian Tyler;United States of America;?;2015-04-22T00:00:00Z,2015-04-23T00:00:00Z,2015-05-07T00:00:00Z,2015-04-30T00:00:00Z,2015-05-01T00:00:00Z;Joss Whedon;Jack Kirby,Stan Lee,Joss Whedon;Scarlett Johansson,Anthony Mackie,Josh Brolin,Julia Krynke,Stellan Skarsgård,Earl T. Kim,Isabella Poynton,Antony Acheampong,Kabelo Thai,Constanza Ruff,Riccardo Richetta,Arthur Lee,Harriet Manamela,Bentley Kalu,Chris Hemsworth,Denis Khoroshko,Minhee Yeo,James Spader,Andy Serkis,Musca Kumalo,Henry Goodman,Verity Hewlitt,Monty Mclaren-Clark,Alma Noce,Aaron Taylor-Johnson,Namju Go,Jeremy Renner,Cobie Smulders,Tony Christian,Don Cheadle,Barry Aird,Ben Sakamoto,Dominique Provost-Chalkley,Vuyo Dabula,Hayley Atwell,Paul Bettany,Imogen Poynton,Aaron Himelstein,Julian Bleach,Isaac Andrews,Mina Kweon,Stan Lee,Idris Elba,Claudia Kim,Julie Delpy,Linda Cardellini,Thomas Kretschmann,Lex Lang,Mathapelo September,Christopher Beasley,Nondumiso Tembe,Beulah Hashe,Ian Kay,Elizabeth Olsen,Gareth Kieran Jones,Michael Matovski,Chioma Anyanwu,Jaiden Stafford,Ingvild Deila,Mandla Gaduka,Hlologelo Ledwaba,Chris Luca,Brian Schaeffer,Sunny Yeo,Chan Woo Lim,Samuel L. Jackson,Robert Downey Jr.,Chris Evans,Mark Ruffalo;Ben Davis;Lisa Lassek,Jeffrey Ford;Charles Wood;Alexandra Byrne;Brian Tyler,Danny Elfman;Kevin Feige;Marvel Studios;FandangoNow,Fórum Hungary,Disney+,Walt Disney Studios Motion Pictures;Norway,New York City,London;London,Digital Media City,Johannesburg,Sainsbury Centre for Visual Arts,Fort Bard,South Africa,Chattogram,Bourne Wood,Seoul,Hendon Police College,Shepperton Studios,Mapo Bridge,Royal Holloway, University of London,Dover Castle,Hawley;141;Annie Award for Outstanding Achievement, Animated Effects in a Live Action Production,Teen Choice Award for Choice Movie Scene Stealer,Saturn Award for Best Costume;Teen Choice Award for Choice Movie Actor - Sci-Fi/Fantasy,MTV Movie Award for Best Villain,Teen Choice Award for Choice Movie Actor - Sci-Fi/Fantasy,Teen Choice Award for Choice Movie - Sci-Fi/Fantasy,MTV Movie Award for Best Hero,MTV Movie Award for Best Virtual Performance,Saturn Award for Best Supporting Actor,Teen Choice Award for Choice Movie Actress - Sci-Fi/Fantasy,MTV Movie Award for Best Movie,MTV Movie Award for Ensemble Cast,Annie Award for Outstanding Achievement for Character Animation in a Live Action Production,Saturn Award for Best Special Effects,Annie Award for Outstanding Achievement for Character Animation in a Live Action Production,Teen Choice Award for Choice Movie Breakout Star,Saturn Award for Best Comic-to-Film Motion Picture,MTV Movie Award for Best Fight;12076641.76,459005868,1402805868;250000000;?;?;66;7.3;764,586
Q1417721;Man on Wire;tightrope walker;?;biographical film,documentary film;?;United Kingdom,United States of America;?;2008-01-22T00:00:00Z,2009-01-22T00:00:00Z,2009-05-14T00:00:00Z;James Marsh;Philippe Petit;Philippe Petit;Igor Martinović;?;?;?;Michael Nyman;Simon Chinn;?;Netflix,Budapest Film;France;?;90;Academy Award for Best Documentary Feature;European Film Award for Best Documentary;?;?;?;?;89;7.7;53,297
Q1417929;Run Fatboy Run;?;?;romantic comedy;?;United States of America,United Kingdom;?;2008-04-03T00:00:00Z,2007-01-01T00:00:00Z;David Schwimmer;Simon Pegg;India de Beaufort,Ruth Sheen,David Walliams,Peter Serafinowicz,Iddo Goldberg,Denise Lewis,Simon Day,Dylan Moran,Thandiwe Newton,Harish Patel,Hank Azaria,Simon Pegg;Richard Greatrex;Michael Parker;?;?;Alex Wurman;Robert Jones;Picturehouse;FandangoNow,Netflix,New Line Cinema;London;London;100;?;?;?;?;?;?;48;6.6;66,002
Q1418932;Firefox;aviation;?;thriller film,film based on literature,action film,spy film;?;United States of America;?;1982-09-23T00:00:00Z,1982-01-01T00:00:00Z;Clint Eastwood;Craig Thomas;Curt Lowens,Rudolf Waldemar Brem,Fritz Manes,Dimitra Arliss,David Gant,Thomas Hill,Woody Eney,Clive Merrison,Kai Wulff,Hugh Fraser,John Ratzenberger,Thomas Hill,Eugene Lipinski,Richard Derr,Wolf Kahler,Currie,Nigel Hawthorne,David Huffman,Ronald Lacey,Stefan Schnabel,Alan Tilvern,Klaus Löwitsch,Clint Eastwood,Michael Currie,Freddie Jones,Warren Clarke,Kenneth Colley;Bruce Surtees;Ron Spang;?;?;Maurice Jarre;Clint Eastwood;Malpaso Productions;FandangoNow,Warner Bros.,Netflix;London;Vienna,San Diego,Austria;120;?;?;?;?;?;?;44;6.0;25,412
Q1419210;My Life in Ruins;?;?;romantic comedy;?;Spain,United States of America;?;2009-10-15T00:00:00Z,2009-08-13T00:00:00Z,2009-01-01T00:00:00Z,2009-06-05T00:00:00Z,2009-05-07T00:00:00Z;Donald Petrie;Mike Reiss;Ian Ogilvy,María Botto,José Sacristán,María José Goyanes,Bernice Stegers,Alistair McGowan,Jareb Dauplaise,Nia Vardalos,Harland Willia,Caroline Goodall,Sophie Stuckey,Alexis Georgoulis,Ian Gomez,Rita Wilson,Richard Dreyfuss,María Adánez,Rachel Dratch;José Luis Alcaine Escaño;Patrick J. Don Vito;?;?;David Newman;Tom Hanks;?;Netflix,Fórum Hungary,Searchlight Pictures;Greece;Greece;98;?;?;?;?;?;?;34;5.9;18,555
Q1419378;Demonic Toys;supernatural;?;horror film;?;United States of America;?;1992-01-01T00:00:00Z;Charles Band;David S. Goyer;Daniel Cerny,Richard Speight, Jr.,Tracy Scoggins;?;?;?;?;Richard Band;Charles Band;?;Full Moon Features,Netflix;?;?;86;?;?;?;?;?;?;N/A;5.2;3,633
Q1420108;Raising Cain;dissociative identity disorder;?;crime film,drama,horror film,psychological thriller;?;United States of America;?;1992-12-17T00:00:00Z,1992-01-01T00:00:00Z;Brian De Palma;Brian De Palma;Teri Austin,John Lithgow,Gabrielle Carteris,Tom Bower,Gregg Henry,Lolita Davidovich,Frances Sternhagen,Steven Bauer,Mel Harris;Stephen H. Burum;Robert Dalva;?;?;Pino Donaggio;Gale Anne Hurd;?;Universal Pictures,FandangoNow,Netflix;?;?;87;?;?;?;?;?;?;N/A;6.1;14,595
Q1420651;Tombstone;?;?;drama,Western film,biographical film;Bruce Broughton;United States of America;?;1994-02-17T00:00:00Z,1993-12-24T00:00:00Z;Kevin Jarre,George P. Cosmatos;Kevin Jarre;Dana Wheeler-Nicholson,Billy Zane,Billy Bob Thornton,Frank Stallone,Thomas Haden Church,Tomas Arana,Pedro Armendáriz Jr.,Sam Elliott,Christopher Mitchum,Bruce Hampton,John Corbett,Cecil Hoffman,Paula Malcomson,Joanna Pacuła,Jon Tenney,Bill Paxton,Paul Ben-Victor,Kurt Russell,Harry Carey,Robert John Burke,Stephen Lang,Buck Taylor,Powers Boothe,Robert Mitchum,Dana Delany,Michael Rooker,Jason Priestley,Charlton Heston,Terry O'Quinn,Val Kilmer,Michael Biehn;William A. Fraker;Frank J. Urioste;Catherine Hardwicke;?;Bruce Broughton;Sean Daniel,James Jacks;Hollywood Pictures,Cinergi Pictures;FandangoNow,Netflix,Walt Disney Studios Motion Pictures;Arizona;Arizona;130;?;?;?;?;?;?;50;7.8;130,309
Q1421228;No Escape;?;?;action film,science fiction film,prison film;?;United States of America;?;1994-07-14T00:00:00Z,1994-01-01T00:00:00Z;Martin Campbell;?;David Wenham,David Argue,Kevin J. O'Connor,Jack Shepherd,Ray Liotta,Ian McNeice,Kevin Dillon,Lance Henriksen,Ernie Hudson,Stuart Wilson,Don Henderson,Michael Lerner;Phil Méheux;Terry Rawlings;?;?;Graeme Revell;Columbia Pictures,Gale Anne Hurd,Jake Eberts;?;HBO,Netflix;?;?;118;?;?;?;?;?;?;N/A;6.1;18,699
Q1421593;Talladega Nights: The Ballad of Ricky Bobby;NASCAR,motor car;?;comedy film,action film,LGBT-related film;?;United States of America;?;2006-07-26T00:00:00Z,2006-10-12T00:00:00Z;Adam McKay;Adam McKay,Will Ferrell;Benny Parsons,Dale Earnhardt Jr.,Ian Roberts,Elvis Costello,Grayson Russell,David Koechner,Jack McBrayer,Jamie McMurray,Molly Shannon,Jason Davis,Jim Wise,Jake Johnson,Frank Hoyt Taylor,Rob Riggle,Darrell Waltrip,Greg Germann,Mos Def,Adam McKay,Christoph Sanders,Pat Hingle,Ed Lauter,Diary of a Wimpy Kid,Jack Blessing,Conrad Ricamora,Michael Clarke Duncan,Sacha Baron Cohen,Jane Lynch,Gary Cole,Amy Adams,Andy Richter,Leslie Bibb,John C. Reilly,Will Ferrell;Oliver Wood;Brent White;?;?;Alex Wurman;Jimmy Miller,Judd Apatow;Relativity Media,Apatow Productions;Columbia Pictures,Netflix,FandangoNow;Alabama,Texas;North Carolina;110;?;?;?;?;Museum of Modern Art;?;66;6.6;170,097
Q1421902;Alatriste;?;?;swashbuckler film,film based on a novel;?;France,United States of America,Spain;?;2006-09-01T00:00:00Z;Agustín Díaz Yanes;Arturo Pérez-Reverte,Agustín Díaz Yanes;Francesc Orella i Pinell,Francesc Garrido,Blanca Portillo,Pilar Bardem,Pilar López de Ayala,Arturo Pérez-Reverte,Nacho Pérez,Carlos Bardem,Luis Zahera,Paco Tous,Jesús Ruyman,Nadia de Santiago,Cristina Marcos,Antonio Dechent,Enrico Lo Verso,Eduard Fernández,Ariadna Gil,Unax Ugalde,Javier Cámara,Viggo Mortensen,Juan Echanove,Elena Anaya,Eduardo Noriega;?;José Salcedo;?;Francesca Sartori;Roque Baños;?;?;Netflix,20th Century Studios;Netherlands;Seville,Tarifa,Baeza,Uclés,Talamanca de Jarama,Cádiz,Madrid,Santiponce,Úbeda,El Álamo;147;Goya Award for Best Costume Design,Goya Award for Best Artistic Direction,Goya Award for Best Producer;Goya Award for Best Actor,Goya Award for Best Adapted Screenplay,Goya Award for Best Editing,Goya Award for Best Sound,Goya Award for Best Film,Goya Award for Best Artistic Direction,Goya Award for Best Director,European Film Award – People's Choice Award for Best European Film,Goya Award for Best Special Effects,Goya Award for Best Producer,Goya Award for Best Supporting Actor,European Film Academy Prix d'Excellence,Goya Award for Best Original Music,Goya Award for Best Supporting Actress,Goya Award for Best Cinematography,Goya Award for Best Costume Design;16715742;?;?;?;N/A;6.1;12,531
Q1422400;Raising Helen;?;?;drama,romantic comedy;?;United States of America;?;2004-05-01T00:00:00Z,2004-06-17T00:00:00Z;Garry Marshall;Michael Begler,Jack Amiel;Paris Hilton,Kevin Kilner,Sakina Jaffrey,Frank Campanella,Joseph Mazzello,Bernard White,Emily Hart,Héctor Elizondo,Joan Cusack,Abigail Breslin,Spencer Breslin,John Corbett,Hayden Panettiere,Amber Valletta,Kate Hudson,Helen Mirren,Felicity Huffman;Charles Minsky;Bruce Green;?;Gary Jones;John Debney;David Hoberman,Ashok Amritraj;Touchstone Pictures,Hyde Park Entertainment,Beacon Pictures,Mandeville Films;Walt Disney Studios Motion Pictures,Netflix;New York City;New Jersey;119;?;?;?;?;?;?;38;6.0;35,619
Q142292;Traffic;?;?;drama,political thriller,crime film;?;Germany,United States of America,Mexico;?;2001-01-05T00:00:00Z,2001-03-10T00:00:00Z,2002-02-03T00:00:00Z,2001-04-05T00:00:00Z,2001-04-06T00:00:00Z,2001-02-09T00:00:00Z,2001-01-26T00:00:00Z,2001-04-28T00:00:00Z,2001-03-29T00:00:00Z,2001-03-16T00:00:00Z,2001-03-23T00:00:00Z,2001-03-22T00:00:00Z,2001-05-11T00:00:00Z,2001-03-08T00:00:00Z,2001-11-16T00:00:00Z,2001-03-01T00:00:00Z,2001-03-02T00:00:00Z,2001-04-20T00:00:00Z,2001-04-07T00:00:00Z,2001-03-07T00:00:00Z,2001-04-06T00:00:00Z,2001-03-09T00:00:00Z,2001-03-09T00:00:00Z,2001-05-23T00:00:00Z,2001-03-28T00:00:00Z,2001-03-15T00:00:00Z,2002-01-24T00:00:00Z,2002-05-30T00:00:00Z,2001-03-19T00:00:00Z,2001-02-08T00:00:00Z,2001-03-07T00:00:00Z,2000-12-27T00:00:00Z;Steven Soderbergh;Stephen Gaghan;Enrique Murciano,Clifton Collins,Michael Douglas,Dennis Quaid,Majandra Delfino,Steven Bauer,Viola Davis,Amy Irving,Jacob Vargas,Michael O'Neill,Albert Finney,Benicio del Toro,Peter Riegert,Tomás Milián,D. W. Moffett,Jsu Garcia,Rena Sofer,Miguel Ferrer,Don Cheadle,Eddie Velez,Catherine Zeta-Jones,James Lew,Erika Christensen,Luis Guzmán,Benjamin Bratt,Salma Hayek,James Brolin,Topher Grace;Steven Soderbergh;Stephen Mirrione;?;?;Cliff Martinez;Edward Zwick,Marshall Herskovitz;Bedford Falls Productions,Focus Features;FandangoNow,Netflix,Focus Features;Washington, D.C.,Maryland,Mexico,Texas;Arizona,California,San Diego,New Mexico,Mexico;141;National Board of Review: Top Ten Films,Academy Award for Best Film Editing,Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Director,Academy Award for Best Supporting Actor;Academy Award for Best Writing, Adapted Screenplay,Academy Award for Best Supporting Actor,Academy Award for Best Director,Academy Award for Best Film Editing,Academy Award for Best Picture;207500000;?;?;?;86;7.6;197,692
Q1423334;Snake Eyes;?;?;mystery film,drama,crime film;?;United States of America;?;1998-01-01T00:00:00Z,1998-11-19T00:00:00Z;Brian De Palma;David Koepp;Mike Starr,Jayne Heitmeyer,Tamara Tunie,Chip Zien,Christina Fulton,John Heard,Luis Guzmán,Stan Shaw,Joel Fabiani,Nicolas Cage,David Anthony Higgins,Gary Sinise,Carla Gugino,Kevin Dunn,Michael Rispoli;Stephen H. Burum;Bill Pankow;?;?;Ryuichi Sakamoto;Brian De Palma;Paramount Pictures,Touchstone Pictures;Paramount Pictures,Netflix;New Jersey,Atlantic City;New Jersey,Montreal;94;?;?;?;?;?;?;52;6.0;76,597
Q1423667;Mrs Henderson Presents;aviation,Battle of Britain;?;biographical film,comedy-drama,comedy film;?;United Kingdom;?;2005-01-01T00:00:00Z;Stephen Frears;Martin Sherman;Camille O'Sullivan,Rosalind Halstead,Thomas Allen,Natalya Tena,Bob Hoskins,Christopher Guest,Toby Jones,Will Young,Judi Dench,Kelly Reilly;Andrew Dunn;Lucia Zucchetti;?;Sandy Powell;George Fenton;Bob Hoskins;Pathé,Future Film,BBC Film;Pathé,Netflix;London;?;103;?;Academy Award for Best Actress,Academy Award for Best Costume Design;?;?;?;?;71;7.0;15,182
Q1423695;Kiss Kiss Bang Bang;?;?;action film,neo-noir,comedy film,Christmas film,film noir,buddy cop film,mystery film;?;United States of America;?;2005-10-20T00:00:00Z,2005-01-01T00:00:00Z,2005-12-02T00:00:00Z;Shane Black;Shane Black;Martha Hackett,Cole S. McKay,Kathy Lamkin,Vincent Laresca,Ali Hillis,Tanja Reichert,Evan Parke,Ariel Winter,Nancy Fish,Laurence Fishburne,Richard Grieco,Judie Aronson,Val Kilmer,Shannyn Sossamon,Michelle Monaghan,Robert Downey Jr.,Rockmond Dunbar,Dash Mihok,Larry Miller,Angela Lindvall,Corbin Bernsen;Michael Barrett;Jim Page;?;?;John Ottman;Joel Silver;Silver Pictures;Warner Bros.,Netflix,FandangoNow;Los Angeles,New York City;Los Angeles,Santa Monica,Long Beach;102;?;?;?;?;?;?;72;7.5;217,447
Q1423971;The Virgin Suicides;suicide,virginity;?;drama,teen film,film based on literature,coming-of-age story;Air;United States of America;?;2000-11-16T00:00:00Z,1999-05-19T00:00:00Z;Sofia Coppola;Jeffrey Eugenides,Sofia Coppola;Suki Kaiser,Robert Coppola Schwartzman,Leslie Hayman,Joe Dinicol,Sherry Miller,Hayden Christensen,Danny DeVito,Josh Hartnett,James Woods,Jonathan Tucker,Hanna R. Hall,Kathleen Turner,Kirsten Dunst,A. J. Cook,Michael Paré,Scott Glenn,Giovanni Ribisi,40;Edward Lachman;James Lyons;?;?;Jean-Benoît Dunckel;Chris Hanley,Francis Ford Coppola,Dan Halsted;American Zoetrope,Paramount Vantage;Paramount Vantage,Netflix,FandangoNow;Michigan;Toronto;97;?;?;?;?;?;?;76;7.2;146,227
Q1424825;Captain Corelli's Mandolin;World War II;?;drama,film based on a novel,war film;?;United Kingdom,France,United States of America;?;2001-01-01T00:00:00Z,2001-11-01T00:00:00Z;John Madden;Shawn Slovo,Louis de Bernières;Massimiliano Pazzaglia,Vincent Riotta,Patrick Malahide,Sergio Albelli,Christian Bale,Pietro Sarubbi,Nicolas Cage,John Hurt,Roberto Citran,Penélope Cruz,Gerasimos Skiadaresis,David Morrissey,Irene Papas;John Toll;Mick Audsley;?;?;Stephen Warbeck;Eric Fellner,Tim Bevan;Working Title Films,StudioCanal;Netflix,Miramax;Greece;Greece;124;?;European Film Award – Jameson People's Choice Award – Best Actress;?;57000000;?;?;36;5.9;33,236
Q1425487;The General's Daughter;?;?;mystery film,thriller film,drama,film based on a novel,crime film;?;United States of America;?;1999-10-01T00:00:00Z,1999-11-18T00:00:00Z,1999-01-01T00:00:00Z;Simon West;William Goldman;John Beasley,John Benjamin Hickey,Chris Snyder,Brad Beyer,Mark Boone Junior,Cooper Huckabee,John Beasley,John Travolta,Madeleine Stowe,Clarence Williams III,James Woods,Daniel von Bargen,Leslie Stefanson,James Cromwell,Timothy Hutton,John Frankenheimer;Peter Menzies;Glen Scantlebury;?;?;Carter Burwell;Mace Neufeld;Paramount Pictures;Netflix,Paramount Pictures,FandangoNow;Georgia;?;112;?;?;?;?;?;?;47;6.4;54,275
Q1426423;Cat People;incest;?;drama,fantasy film,horror film,erotic thriller,monster film;Giorgio Moroder;United States of America;?;1982-01-01T00:00:00Z,1982-08-26T00:00:00Z;Paul Schrader;Paul Schrader,DeWitt Bodeen;Scott Paulin,Ray Wise,Berry Berenson,John Larroquette,Lynn Lowry,Ruby Dee,Malcolm McDowell,Ed Begley, Jr.,Annette O'Toole,Frankie Faison,Nastassja Kinski,John Heard;John Bailey;Jacqueline Cambas;Ferdinando Scarfiotti;?;Giorgio Moroder;Jerry Bruckheimer;Universal Pictures,RKO Pictures;Netflix,Universal Pictures,FandangoNow;New Orleans;New Orleans;118;?;?;?;?;?;?;62;6.2;19,534
Q1427248;Flash of Genius;?;?;docudrama,biographical film,drama,trial film;?;United States of America;?;2009-06-25T00:00:00Z,2008-01-01T00:00:00Z;Marc Abraham;?;Tim Kelleher,Tatiana Maslany,Sergio Di Zio,Aaron Abrams,Jake Abel,Bill Smitrovich,Alan Alda,Dermot Mulroney,Daniel Roebuck,Lauren Graham,Greg Kinnear,Mitch Pileggi;Dante Spinotti;Jill Savitt;?;?;Aaron Zigman;Roger Birnbaum,Gary Barber;Strike Entertainment,Spyglass Media Group,Universal Pictures;FandangoNow,Universal Pictures,Netflix;Detroit;Hamilton,Toronto;120;?;?;?;?;?;?;57;7.0;16,556
